Site Code,Mid-depth,MDS code old,MDS code,?Eugaimardia sp_,Agatha simplex,Alaba monile,Alaba translucida,Alvania (alvania) fasciata,Amphithalamus obesus,Ascorbis victoriae,Asperdaphne sp,Assiminea tasmanica,Austrocochlea brevis,Austrocochlea odontis,Austromitra analogica,Austrorissopsis consobrina,Bankivia fasciata,Bassina disjecta,Belloliva brazieri,Bembicium melanostomum (check),Bittium granarium,Biv AK,Biv AP,Biv CP,Biv CT,Biv CV,Biv D,Biv DB,Biv DM,Biv DO,Biv DS,Biv DT,Biv EF,Biv EG,Biv EP,Biv EY,Biv FA,Callista (Notocallista) diemenensis,Cardita excavata,cf Benthoxystus petterdi,cf Mesoginella pygmaeoides,cf Nuculana (Scaeoleda) comita,Chemnitzia mariae,Clanculus sp_,Clathrus minora,Colpospira (Ctenocolpus) australis,Corbula (Varicorbula) gibba,Crassitoniella erratica erratica,Cratis new species,Cuspidaria brazieri  (check),Dentimitrella sp,Diala suturalis,Diplodonta tasmanica,Divalucina cumingi,Dolicrossea labiata,Dosinia caerulea,Dosinia crocea (check),Dosinia victoriae,Electroma (Electroma) georgiana,Epicodakia tatei,Equichlamys bifrons,Ethminolia mayi,Etrema denseplicata,Fossarina (Minopa) legrandi,Fossarina (Minopa) tasmanica,Friginatica beddomei,Fulvia tenuicostata,Fusinus novohollandiae,Gari (Gari) livida,Gast_ AU,Gast_ DW,Gastrochaena (Gastrochaena) tasmanica,Gazameda gunnii,Guraleus sp,Hemitoma subemarginata,Hiatella australis,Irus (Irus) carditoides,Katelysia rhytiphora,Katelysia scalarina,Kellia sp_,Lasaea australis,Laternula spp or Periploma (Offadesma) angasi,Leionucula sp,Lepsiella vinosa (check),Limpets,Lironoba australis,Litozamia brazieri,Mactra (Electomactra) antecedens,Maoricolpus roseus,Melliteryx acupuncta,Mimachlamys asperrima,Mitrella tayloriana?,Montacuta semiradiata,Musculus sp,Mussels,Myadora sp_,Myrtea (Myrtea) mayi,Myrtea botanica?,Mysella cf_ lactea,Mysella donaciformis,Nassarius nigellus,Nassarius pauperatus,Neilo australis,Nemocardium (Pratulum) thetidis,Nozeba topaziaca,Nucula sp,Nuculana (Propeleda) ensicula,Nuculana crassa,Operculum A,Ostrea angasi,Paphies (Atactodea) erycinaea,Parathyasira cf resupina,Passmaditta cf jungermanniae,Pecten fumatus,Penion mandarinus,Petricola (Velargilla) rubiginosa,Phasianella australis,Phasianotrochus rutilus,Philine angasi,Philine sp or retusa sp?,Pisinna sp,Placamen placidum,Plesiotrochus monachus,Polinices (Glossaulax) didyma,Pseudamycla miltostoma,Pseudamycla sp,Pterynotis triformis,Pyrgiscus fusca,Radiocondyla adelaideana,Raeta pulchella,Retusa sp_,Retusa sp_ 2,Salinator fragilis,Sassia (Cymatiella) verucosa,Scissurella atkinsoni,Seila crocea,Sigapatella calytraeformis,Singuinella pygmaeoides,Sinum zonale,Siphonochelus syringianus,Solamen recens (check),Solen vaginoides,Spisula (Notospisula) trigonella,Syrnola bifasciata,Tahunanina subalata,Tatea rufilabris,Tawera gallinulla,Tellina margaratina,Tellina botanica,Tellina deltoides,Theora lubrica,Theora fragilis,Thracia cf myodoroides,Thyasira adelaideana,Timoclea (Chioneryx) cardioides,Venericardia bimaculata,Venerupis largillierti,Venerupis anomala,Volvulella rostrata (check),Waimatea obscura,Wallucina assimilis,Zafra atkinsoni,Zafra fulgida
IPHC-18,72.5,18_57,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-18,82.5,18_65,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-18,92.5,18_73,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-18,102.5,18_81,18.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-18,112.5,18_88,18.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-18,122.5,18_>88-1,18.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-18,132.5,18_>88-2,18.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IPHC-18,142.5,18_>88-3,18.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPHC-19,2.5,19_10,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0,3,4,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,5,0,18,0,0,0,0,0,0,1,0
IPHC-19,12.5,19_49,19.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,38,0,6,0,0,0,4,0,0,12,0,0,0,2,0,0,5,0,0,0,0,0,29,0,0,0,0,1,0,4,6,0,0,8,8,0,0,58,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,8,0,161,0,0,1,0,0,1,0,0
IPHC-19,22.5,19_88,19.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,25,0,6,0,0,0,5,0,0,8,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,5,0,9,0,3,0,0,4,0,4,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,9,0,276,0,0,0,0,0,0,0,0
IPHC-19,32.5,19_>88-1,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,22,0,7,0,0,0,3,0,0,8,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3,8,0,0,5,8,0,0,21,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,153,0,0,0,0,0,2,0,0
IPHC-19,42.5,19_>88-2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,6,0,0,0,1,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,8,0,0,11,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,52,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,140,0,0,0,0,0,2,0,0
IPHC-19,52.5,19_>88-3,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,33,0,0,0,4,0,0,0,0,0,0,0,6,0,0,10,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,4,0,0,1,0,0,0,0,62,0,24,0,1,0,10,1,0,20,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,8,9,0,0,16,48,0,0,34,0,1,0,17,0,0,0,0,0,7,0,0,0,1,0,0,0,82,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,2,0,229,2,0,2,0,0,2,1,0
IPHC-19,62.5,19_>88-4,19.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,7,0,9,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,25,3,0,0,8,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0
IPHC-19,72.5,19_>88-5,19.8,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,6,0,0,0,4,0,3,0,3,9,0,0,2,0,0,0,0,20,0,37,0,0,2,7,0,0,18,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,30,29,0,0,24,0,4,0,18,0,0,0,0,0,6,2,0,0,0,0,0,4,43,0,2,1,0,0,0,0,0,14,0,0,0,0,0,2,1,0,0,0,1,0,0,4,0,6,0,0,0,0,0,1,0,53,0,0,0,0,0,1,1,0
IPHC-20,2.5,20_18,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,0,0,0,0,0,0,0
IPHC-20,12.5,20_91,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,4,8,0,1,0,0,0,0,1,10,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,6,0,0,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55,3,0,0,0,0,0,0,0
IPHC-20,22.5,20_>91-1,20.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,2,0,3,0,0,0,0,10,0,0,0,0,0,0,0,30,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,3,5,0,0,2,9,0,0,10,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,116,1,0,0,0,0,1,0,0
